% Model:              Untitled.mph
% Version:            COMSOL 6.3.0.335
% Date:               Jul 25 2025, 11:54
% Dimension:          2
% Nodes:              49
% Expressions:        78
% Description:        outpu, y-coordinate, Time, Displacement field, X-component, Displacement field, Y-component, Temperature
% Length unit:        m
% X                       Y                        x (m) @ t=0              y (m) @ t=0              t (s) @ t=0              u (m) @ t=0              v (m) @ t=0              T (K) @ t=0              x (m) @ t=50000          y (m) @ t=50000          t (s) @ t=50000          u (m) @ t=50000          v (m) @ t=50000          T (K) @ t=50000          x (m) @ t=1E5            y (m) @ t=1E5            t (s) @ t=1E5            u (m) @ t=1E5            v (m) @ t=1E5            T (K) @ t=1E5            x (m) @ t=1.5E5          y (m) @ t=1.5E5          t (s) @ t=1.5E5          u (m) @ t=1.5E5          v (m) @ t=1.5E5          T (K) @ t=1.5E5          x (m) @ t=2E5            y (m) @ t=2E5            t (s) @ t=2E5            u (m) @ t=2E5            v (m) @ t=2E5            T (K) @ t=2E5            x (m) @ t=2.5E5          y (m) @ t=2.5E5          t (s) @ t=2.5E5          u (m) @ t=2.5E5          v (m) @ t=2.5E5          T (K) @ t=2.5E5          x (m) @ t=3E5            y (m) @ t=3E5            t (s) @ t=3E5            u (m) @ t=3E5            v (m) @ t=3E5            T (K) @ t=3E5            x (m) @ t=3.5E5          y (m) @ t=3.5E5          t (s) @ t=3.5E5          u (m) @ t=3.5E5          v (m) @ t=3.5E5          T (K) @ t=3.5E5          x (m) @ t=4E5            y (m) @ t=4E5            t (s) @ t=4E5            u (m) @ t=4E5            v (m) @ t=4E5            T (K) @ t=4E5            x (m) @ t=4.5E5          y (m) @ t=4.5E5          t (s) @ t=4.5E5          u (m) @ t=4.5E5          v (m) @ t=4.5E5          T (K) @ t=4.5E5          x (m) @ t=5E5            y (m) @ t=5E5            t (s) @ t=5E5            u (m) @ t=5E5            v (m) @ t=5E5            T (K) @ t=5E5            x (m) @ t=5.5E5          y (m) @ t=5.5E5          t (s) @ t=5.5E5          u (m) @ t=5.5E5          v (m) @ t=5.5E5          T (K) @ t=5.5E5          x (m) @ t=6E5            y (m) @ t=6E5            t (s) @ t=6E5            u (m) @ t=6E5            v (m) @ t=6E5            T (K) @ t=6E5
0                         0.2                      0                        0.20000000000000004      0                        2.6085150832081495E-4    2.3331829340691795E-4    393.1499999999999        0                        0.20000000000000004      50000                    2.4636504374307575E-4    2.932116326735066E-4     393.1499999999999        0                        0.20000000000000004      100000                   2.4636504367050923E-4    2.932116329402498E-4     393.1499999999999        0                        0.20000000000000004      150000                   2.463650434127302E-4     2.9321163393984553E-4    393.1499999999999        0                        0.20000000000000004      200000                   2.463650433483728E-4     2.932116341819904E-4     393.1499999999999        0                        0.20000000000000004      250000                   2.463650433607573E-4     2.932116341388345E-4     393.1499999999999        0                        0.20000000000000004      300000                   2.463650433747547E-4     2.932116340962837E-4     393.1499999999999        0                        0.20000000000000004      350000                   2.463650433818545E-4     2.9321163407967747E-4    393.1499999999999        0                        0.20000000000000004      400000                   2.463650433822322E-4     2.9321163408049285E-4    393.1499999999999        0                        0.20000000000000004      450000                   2.463650433758477E-4     2.932116340851325E-4     393.1499999999999        0                        0.20000000000000004      500000                   2.4636504337711366E-4    2.932116340834511E-4     393.1499999999999        0                        0.20000000000000004      550000                   2.4636504337735376E-4    2.932116340822401E-4     393.1499999999999        0                        0.20000000000000004      600000                   2.463650433790924E-4     2.932116340827049E-4     393.1499999999999
0.1                       0.19999999999999996      0.10000000000000002      0.19999999999999996      0                        3.036563062709596E-4     -5.883812580291257E-5    293.15                   0.10000000000000002      0.19999999999999996      50000                    3.1835722632731465E-4    9.804593310357587E-7     293.15                   0.10000000000000002      0.19999999999999996      100000                   3.183572264008991E-4     9.8045959739868E-7       293.15                   0.10000000000000002      0.19999999999999996      150000                   3.183572266532797E-4     9.804605998916185E-7     293.15                   0.10000000000000002      0.19999999999999996      200000                   3.183572267115617E-4     9.804608449651263E-7     293.15                   0.10000000000000002      0.19999999999999996      250000                   3.183572267013039E-4     9.804608008124372E-7     293.15                   0.10000000000000002      0.19999999999999996      300000                   3.1835722669292405E-4    9.80460755639145E-7      293.15                   0.10000000000000002      0.19999999999999996      350000                   3.1835722669101434E-4    9.804607366284322E-7     293.15                   0.10000000000000002      0.19999999999999996      400000                   3.183572266917245E-4     9.804607369551792E-7     293.15                   0.10000000000000002      0.19999999999999996      450000                   3.1835722668879714E-4    9.804607459123862E-7     293.15                   0.10000000000000002      0.19999999999999996      500000                   3.1835722668902374E-4    9.804607435202461E-7     293.15                   0.10000000000000002      0.19999999999999996      550000                   3.1835722668866514E-4    9.804607423822015E-7     293.15                   0.10000000000000002      0.19999999999999996      600000                   3.1835722669024656E-4    9.80460741289325E-7      293.15
0.049999556794734924      0.23338661968677502      0.049999556794734924     0.23338661968677502      0                        4.058202311118668E-4     1.0153052993658531E-4    302.6048909923647        0.049999556794734924     0.23338661968677502      50000                    4.059524360935618E-4     1.711274705376595E-4     343.1504421903782        0.049999556794734924     0.23338661968677502      100000                   4.059524360941991E-4     1.7112747085299448E-4    343.15044239293775       0.049999556794734924     0.23338661968677502      150000                   4.059524360904713E-4     1.7112747202589304E-4    343.1504431061515        0.049999556794734924     0.23338661968677502      200000                   4.059524360864085E-4     1.7112747231088366E-4    343.15044327786296       0.049999556794734924     0.23338661968677502      250000                   4.0595243608782054E-4    1.7112747225961705E-4    343.1504432462751        0.049999556794734924     0.23338661968677502      300000                   4.059524360915449E-4     1.7112747220821774E-4    343.15044321499516       0.049999556794734924     0.23338661968677502      350000                   4.05952436094979E-4      1.7112747218737132E-4    343.15044320238826       0.049999556794734924     0.23338661968677502      400000                   4.0595243609569363E-4    1.7112747218805187E-4    343.15044320284557       0.049999556794734924     0.23338661968677502      450000                   4.059524360895319E-4     1.7112747219601512E-4    343.1504432076802        0.049999556794734924     0.23338661968677502      500000                   4.0595243609052546E-4    1.71127472193628E-4      343.150443206227         0.049999556794734924     0.23338661968677502      550000                   4.059524360904416E-4     1.7112747219225194E-4    343.1504432053902        0.049999556794734924     0.23338661968677502      600000                   4.0595243609264394E-4    1.7112747219188396E-4    343.1504432051697
0                         0.2666666666666667       0                        0.2666666666666667       0                        4.87621122288626E-4      3.098531545494068E-4     393.1499999999999        0                        0.2666666666666667       50000                    4.73182533508417E-4      3.8920288842156695E-4    393.1499999999999        0                        0.2666666666666667       100000                   4.731825334379803E-4     3.892028887858562E-4     393.1499999999999        0                        0.2666666666666667       150000                   4.7318253317679015E-4    3.892028901275034E-4     393.1499999999999        0                        0.2666666666666667       200000                   4.731825331095787E-4     3.89202890451655E-4      393.1499999999999        0                        0.2666666666666667       250000                   4.7318253312269594E-4    3.892028903934544E-4     393.1499999999999        0                        0.2666666666666667       300000                   4.7318253313875536E-4    3.8920289033624603E-4    393.1499999999999        0                        0.2666666666666667       350000                   4.731825331477358E-4     3.8920289031391613E-4    393.1499999999999        0                        0.2666666666666667       400000                   4.731825331484938E-4     3.892028903150117E-4     393.1499999999999        0                        0.2666666666666667       450000                   4.731825331387829E-4     3.8920289032137647E-4    393.1499999999999        0                        0.2666666666666667       500000                   4.731825331405998E-4     3.8920289031910295E-4    393.1499999999999        0                        0.2666666666666667       550000                   4.731825331407826E-4     3.892028903174723E-4     393.1499999999999        0                        0.2666666666666667       600000                   4.731825331437211E-4     3.8920289031805344E-4    393.1499999999999
0.1                       0.2666666666666666       0.10000000000000002      0.2666666666666666       0                        5.304277904504826E-4     -7.830269068943797E-5    293.15                   0.10000000000000002      0.2666666666666666       50000                    5.45181065641775E-4      9.718782247533608E-7     293.15                   0.10000000000000002      0.2666666666666666       100000                   5.451810657137556E-4     9.718785886383128E-7     293.15                   0.10000000000000002      0.2666666666666666       150000                   5.451810659648568E-4     9.718799343125454E-7     293.15                   0.10000000000000002      0.2666666666666666       200000                   5.451810660214301E-4     9.718802622968788E-7     293.15                   0.10000000000000002      0.2666666666666666       250000                   5.451810660119796E-4     9.718802028145943E-7     293.15                   0.10000000000000002      0.2666666666666666       300000                   5.451810660055781E-4     9.718801422445093E-7     293.15                   0.10000000000000002      0.2666666666666666       350000                   5.451810660054836E-4     9.718801168476073E-7     293.15                   0.10000000000000002      0.2666666666666666       400000                   5.451810660065589E-4     9.718801173327371E-7     293.15                   0.10000000000000002      0.2666666666666666       450000                   5.451810660003234E-4     9.718801292090644E-7     293.15                   0.10000000000000002      0.2666666666666666       500000                   5.451810660010968E-4     9.718801260122154E-7     293.15                   0.10000000000000002      0.2666666666666666       550000                   5.451810660006789E-4     9.718801244896815E-7     293.15                   0.10000000000000002      0.2666666666666666       600000                   5.451810660034596E-4     9.718801230655152E-7     293.15
0.04999991768153831       0.3000093521359554       0.04999991768153831      0.3000093521359554       0                        6.644504656599569E-4     1.3004899345586457E-4    302.60443768753976       0.04999991768153831      0.3000093521359554       50000                    6.646328723531737E-4     2.190955513648488E-4     343.15008131537155       0.04999991768153831      0.3000093521359554       100000                   6.646328723540815E-4     2.1909555177497474E-4    343.1500815083263        0.04999991768153831      0.3000093521359554       150000                   6.646328723476374E-4     2.1909555328906795E-4    343.1500822182615        0.04999991768153831      0.3000093521359554       200000                   6.646328723409964E-4     2.1909555365651583E-4    343.15008239044715       0.04999991768153831      0.3000093521359554       250000                   6.646328723432715E-4     2.1909555359021616E-4    343.15008235934243       0.04999991768153831      0.3000093521359554       300000                   6.646328723492579E-4     2.1909555352385757E-4    343.1500823282266        0.04999991768153831      0.3000093521359554       350000                   6.64632872354757E-4      2.1909555349696643E-4    343.1500823156221        0.04999991768153831      0.3000093521359554       400000                   6.646328723558839E-4     2.1909555349785656E-4    343.1500823160447        0.04999991768153831      0.3000093521359554       450000                   6.64632872346014E-4      2.1909555350813396E-4    343.15008232086376       0.04999991768153831      0.3000093521359554       500000                   6.646328723476265E-4     2.190955535050518E-4     343.15008231941897       0.04999991768153831      0.3000093521359554       550000                   6.646328723474722E-4     2.1909555350327546E-4    343.1500823185863        0.04999991768153831      0.3000093521359554       600000                   6.646328723510219E-4     2.1909555350280052E-4    343.15008231836686
0                         0.33333333333333337      0                        0.3333333333333333       0                        7.783913861300378E-4     3.8639148245723544E-4    393.1499999999999        0                        0.3333333333333333       50000                    7.640024156284362E-4     4.852037206103937E-4     393.1499999999999        0                        0.3333333333333333       100000                   7.640024155605713E-4     4.852037210673123E-4     393.1499999999999        0                        0.3333333333333333       150000                   7.640024152975274E-4     4.852037227493673E-4     393.1499999999999        0                        0.3333333333333333       200000                   7.640024152274655E-4     4.852037231558041E-4     393.1499999999999        0                        0.3333333333333333       250000                   7.640024152414023E-4     4.852037230827909E-4     393.1499999999999        0                        0.3333333333333333       300000                   7.640024152598916E-4     4.85203723010972E-4      393.1499999999999        0                        0.3333333333333333       350000                   7.640024152711279E-4     4.8520372298288436E-4    393.1499999999999        0                        0.3333333333333333       400000                   7.640024152723406E-4     4.8520372298423256E-4    393.1499999999999        0                        0.3333333333333333       450000                   7.640024152585654E-4     4.85203722992375E-4      393.1499999999999        0                        0.3333333333333333       500000                   7.640024152610658E-4     4.852037229895077E-4     393.1499999999999        0                        0.3333333333333333       550000                   7.640024152611625E-4     4.852037229874571E-4     393.1499999999999        0                        0.3333333333333333       600000                   7.640024152655878E-4     4.8520372298813634E-4    393.1499999999999
0.1                       0.33333333333333326      0.10000000000000002      0.33333333333333326      0                        8.211985521730734E-4     -9.776428882340337E-5    293.15                   0.10000000000000002      0.33333333333333326      50000                    8.360025270575548E-4     9.727086574163436E-7     293.15                   0.10000000000000002      0.33333333333333326      100000                   8.36002527127518E-4      9.727091139096352E-7     293.15                   0.10000000000000002      0.33333333333333326      150000                   8.360025273743491E-4     9.727108010075874E-7     293.15                   0.10000000000000002      0.33333333333333326      200000                   8.36002527428059E-4      9.727112120969277E-7     293.15                   0.10000000000000002      0.33333333333333326      250000                   8.360025274196872E-4     9.72711137548953E-7      293.15                   0.10000000000000002      0.33333333333333326      300000                   8.360025274158305E-4     9.727110617051433E-7     293.15                   0.10000000000000002      0.33333333333333326      350000                   8.360025274180097E-4     9.727110299600514E-7     293.15                   0.10000000000000002      0.33333333333333326      400000                   8.36002527419524E-4      9.727110305956156E-7     293.15                   0.10000000000000002      0.33333333333333326      450000                   8.360025274092102E-4     9.72711045321557E-7      293.15                   0.10000000000000002      0.33333333333333326      500000                   8.360025274106727E-4     9.727110413304178E-7     293.15                   0.10000000000000002      0.33333333333333326      550000                   8.36002527410172E-4      9.72711039428451E-7      293.15                   0.10000000000000002      0.33333333333333326      600000                   8.3600252741444E-4       9.727110376924828E-7     293.15
0.04999997166825811       0.3666687013846173       0.04999997166825811      0.3666687013846173       0                        9.871910377491336E-4     1.585836599224237E-4     302.604364022507         0.04999997166825811      0.3666687013846173       50000                    9.87423617745554E-4      2.670898366228946E-4     343.15002733565046       0.04999997166825811      0.3666687013846173       100000                   9.874236177467466E-4     2.6708983712491575E-4    343.1500275253715        0.04999997166825811      0.3666687013846173       150000                   9.874236177369073E-4     2.6708983897884823E-4    343.15002823165736       0.04999997166825811      0.3666687013846173       200000                   9.87423617727139E-4      2.6708983942879246E-4    343.15002840328475       0.04999997166825811      0.3666687013846173       250000                   9.874236177304459E-4     2.670898393476177E-4     343.1500283724277        0.04999997166825811      0.3666687013846173       300000                   9.874236177391377E-4     2.6708983926636526E-4    343.1500283414771        0.04999997166825811      0.3666687013846173       350000                   9.874236177470957E-4     2.6708983923343755E-4    343.15002832892327       0.04999997166825811      0.3666687013846173       400000                   9.874236177487025E-4     2.67089839234527E-4      343.15002832933516       0.04999997166825811      0.3666687013846173       450000                   9.874236177344088E-4     2.670898392471111E-4     343.15002833413115       0.04999997166825811      0.3666687013846173       500000                   9.874236177367733E-4     2.670898392433374E-4     343.15002833269415       0.04999997166825811      0.3666687013846173       550000                   9.874236177365196E-4     2.670898392411625E-4     343.1500283318658        0.04999997166825811      0.3666687013846173       600000                   9.87423617741692E-4      2.6708983924058103E-4    343.15002833164743
0                         0.39999999999999997      0                        0.39999999999999997      0                        0.0011331619118976435    4.629295568298932E-4     393.1499999999999        0                        0.39999999999999997      50000                    0.0011188231442380437    5.81203738600845E-4      393.1499999999999        0                        0.39999999999999997      100000                   0.0011188231441710242    5.812037391487053E-4     393.1499999999999        0                        0.39999999999999997      150000                   0.0011188231439051813    5.812037411692862E-4     393.1499999999999        0                        0.39999999999999997      200000                   0.0011188231438319183    5.812037416577503E-4     393.1499999999999        0                        0.39999999999999997      250000                   0.0011188231438469106    5.812037415700408E-4     393.1499999999999        0                        0.39999999999999997      300000                   0.001118823143868264     5.812037414836608E-4     393.1499999999999        0                        0.39999999999999997      350000                   0.0011188231438821214    5.812037414498068E-4     393.1499999999999        0                        0.39999999999999997      400000                   0.0011188231438838453    5.812037414513936E-4     393.1499999999999        0                        0.39999999999999997      450000                   0.0011188231438653295    5.812037414613616E-4     393.1499999999999        0                        0.39999999999999997      500000                   0.0011188231438686441    5.812037414578993E-4     393.1499999999999        0                        0.39999999999999997      550000                   0.0011188231438686263    5.812037414554315E-4     393.1499999999999        0                        0.39999999999999997      600000                   0.0011188231438747983    5.812037414561881E-4     393.1499999999999
0.1                       0.3999999999999999       0.10000000000000002      0.3999999999999999       0                        0.001175969032266805     -1.172261906071219E-4    293.15                   0.10000000000000002      0.3999999999999999       50000                    0.0011908231478756186    9.72726527038082E-7      293.15                   0.10000000000000002      0.3999999999999999       100000                   0.0011908231479453182    9.72727074455754E-7      293.15                   0.10000000000000002      0.3999999999999999       150000                   0.0011908231481875483    9.727291009802013E-7     293.15                   0.10000000000000002      0.3999999999999999       200000                   0.0011908231482377094    9.727295948286301E-7     293.15                   0.10000000000000002      0.3999999999999999       250000                   0.0011908231482304953    9.72729505360106E-7      293.15                   0.10000000000000002      0.3999999999999999       300000                   0.001190823148229583     9.727294143686527E-7     293.15                   0.10000000000000002      0.3999999999999999       350000                   0.0011908231482344119    9.727293763379237E-7     293.15                   0.10000000000000002      0.3999999999999999       400000                   0.0011908231482364343    9.727293771270282E-7     293.15                   0.10000000000000002      0.3999999999999999       450000                   0.0011908231482213687    9.727293946302386E-7     293.15                   0.10000000000000002      0.3999999999999999       500000                   0.0011908231482236494    9.727293898546645E-7     293.15                   0.10000000000000002      0.3999999999999999       550000                   0.0011908231482230358    9.727293875751428E-7     293.15                   0.10000000000000002      0.3999999999999999       600000                   0.0011908231482290507    9.727293855492043E-7     293.15
0.04999997541755785       0.43333411686316176      0.04999997541755785      0.43333411686316176      0                        0.0013739556317039485    1.8712120938544466E-4    302.60435247280526       0.04999997541755785      0.43333411686316176      50000                    0.001374238388099608     3.1508894384595136E-4    343.15002358763564       0.04999997541755785      0.43333411686316176      100000                   0.0013742383881010965    3.150889444391652E-4     343.15002377768184       0.04999997541755785      0.43333411686316176      150000                   0.0013742383880872625    3.150889466318246E-4     343.15002448266245       0.04999997541755785      0.43333411686316176      200000                   0.0013742383880738782    3.1508894716405453E-4    343.15002465387414       0.04999997541755785      0.43333411686316176      250000                   0.0013742383880783646    3.150889470680696E-4     343.15002462304795       0.04999997541755785      0.43333411686316176      300000                   0.0013742383880901543    3.1508894697197305E-4    343.1500245921531        0.04999997541755785      0.43333411686316176      350000                   0.0013742383881009178    3.1508894693302596E-4    343.15002457962674       0.04999997541755785      0.43333411686316176      400000                   0.001374238388103062     3.150889469343125E-4     343.15002458004034       0.04999997541755785      0.43333411686316176      450000                   0.001374238388083709     3.150889469491958E-4     343.150024584827         0.04999997541755785      0.43333411686316176      500000                   0.0013742383880869533    3.1508894694473274E-4    343.1500245833926        0.04999997541755785      0.43333411686316176      550000                   0.0013742383880865731    3.1508894694216074E-4    343.1500245825659        0.04999997541755785      0.43333411686316176      600000                   0.0013742383880936133    3.1508894694147314E-4    343.1500245823477
0                         0.4666666666666667       0                        0.4666666666666666       0                        0.0015519324016581824    5.394676220952566E-4     393.1499999999999        0                        0.4666666666666666       50000                    0.0015376438215856077    6.772037320891116E-4     393.1499999999999        0                        0.4666666666666666       100000                   0.0015376438215187812    6.772037327281615E-4     393.1499999999999        0                        0.4666666666666666       150000                   0.0015376438212489618    6.772037350866859E-4     393.1499999999999        0                        0.4666666666666666       200000                   0.0015376438211719605    6.772037356570054E-4     393.1499999999999        0                        0.4666666666666666       250000                   0.0015376438211881945    6.772037355545989E-4     393.1499999999999        0                        0.4666666666666666       300000                   0.0015376438212128054    6.772037354536455E-4     393.1499999999999        0                        0.4666666666666666       350000                   0.0015376438212296145    6.772037354140029E-4     393.1499999999999        0                        0.4666666666666666       400000                   0.0015376438212318974    6.772037354158216E-4     393.1499999999999        0                        0.4666666666666666       450000                   0.001537643821208044     6.772037354276706E-4     393.1499999999999        0                        0.4666666666666666       500000                   0.0015376438212122954    6.772037354236066E-4     393.1499999999999        0                        0.4666666666666666       550000                   0.0015376438212121397    6.772037354207241E-4     393.1499999999999        0                        0.4666666666666666       600000                   0.0015376438212202895    6.772037354215368E-4     393.1499999999999
0.1                       0.4666666666666667       0.10000000000000002      0.4666666666666666       0                        0.0015947395243216921    -1.366881069552177E-4    293.15                   0.10000000000000002      0.4666666666666666       50000                    0.0016096438199732562    9.727200021323042E-7     293.15                   0.10000000000000002      0.4666666666666666       100000                   0.001609643820043364     9.727206407268944E-7     293.15                   0.10000000000000002      0.4666666666666666       150000                   0.0016096438202810482    9.727230059815728E-7     293.15                   0.10000000000000002      0.4666666666666666       200000                   0.0016096438203272799    9.7272358232771E-7       293.15                   0.10000000000000002      0.4666666666666666       250000                   0.0016096438203213187    9.72723477961703E-7      293.15                   0.10000000000000002      0.4666666666666666       300000                   0.0016096438203236885    9.727233718894638E-7     293.15                   0.10000000000000002      0.4666666666666666       350000                   0.0016096438203314807    9.727233276241204E-7     293.15                   0.10000000000000002      0.4666666666666666       400000                   0.001609643820334063     9.727233285762218E-7     293.15                   0.10000000000000002      0.4666666666666666       450000                   0.001609643820313654     9.727233487910428E-7     293.15                   0.10000000000000002      0.4666666666666666       500000                   0.0016096438203168741    9.727233432402273E-7     293.15                   0.10000000000000002      0.4666666666666666       550000                   0.0016096438203161232    9.727233405819544E-7     293.15                   0.10000000000000002      0.4666666666666666       600000                   0.0016096438203241168    9.727233382876261E-7     293.15
0.04999999361922813       0.49999978497760744      0.04999999361922813      0.4999997849776074       0                        0.0018247196452181832    2.1565875599706248E-4    302.6043520437344        0.04999999361922813      0.4999997849776074       50000                    0.001825052596289889     3.630881174693864E-4     343.1500053859815        0.04999999361922813      0.4999997849776074       100000                   0.0018250525962916818    3.6308811815390026E-4    343.15000557633965       0.04999999361922813      0.4999997849776074       150000                   0.0018250525962733267    3.6308812068491184E-4    343.15000628109107       0.04999999361922813      0.4999997849776074       200000                   0.001825052596255898     3.630881212993053E-4     343.1500064521928        0.04999999361922813      0.4999997849776074       250000                   0.0018250525962616988    3.6308812118851817E-4    343.150006421362         0.04999999361922813      0.4999997849776074       300000                   0.0018250525962769245    3.630881210775939E-4     343.15000639047634       0.04999999361922813      0.4999997849776074       350000                   0.001825052596290791     3.630881210326357E-4     343.15000637795646       0.04999999361922813      0.4999997849776074       400000                   0.0018250525962935171    3.630881210341201E-4     343.1500063783713        0.04999999361922813      0.4999997849776074       450000                   0.0018250525962685519    3.6308812105129997E-4    343.15000638315604       0.04999999361922813      0.4999997849776074       500000                   0.0018250525962727904    3.630881210461481E-4     343.1500063817221        0.04999999361922813      0.4999997849776074       550000                   0.001825052596272262     3.630881210431799E-4     343.1500063808956        0.04999999361922813      0.4999997849776074       600000                   0.0018250525962813866    3.6308812104238593E-4    343.15000638067755
0                         0.5333333333333333       0                        0.5333333333333333       0                        0.0020347028714821597    6.160057071038261E-4     393.1499999999999        0                        0.5333333333333333       50000                    0.002020464495861026     7.732037317648817E-4     393.1499999999999        0                        0.5333333333333333       100000                   0.002020464495794508     7.732037324953223E-4     393.1499999999999        0                        0.5333333333333333       150000                   0.0020204644955199354    7.732037351917547E-4     393.1499999999999        0                        0.5333333333333333       200000                   0.0020204644954387005    7.732037358439189E-4     393.1499999999999        0                        0.5333333333333333       250000                   0.00202046449545631      7.732037357267967E-4     393.1499999999999        0                        0.5333333333333333       300000                   0.0020204644954845015    7.732037356112334E-4     393.1499999999999        0                        0.5333333333333333       350000                   0.0020204644955045385    7.732037355657693E-4     393.1499999999999        0                        0.5333333333333333       400000                   0.002020464495507422     7.732037355678132E-4     393.1499999999999        0                        0.5333333333333333       450000                   0.0020204644954777157    7.73203735581603E-4      393.1499999999999        0                        0.5333333333333333       500000                   0.0020204644954830158    7.732037355769316E-4     393.1499999999999        0                        0.5333333333333333       550000                   0.002020464495482699     7.732037355736339E-4     393.1499999999999        0                        0.5333333333333333       600000                   0.002020464495493028     7.732037355744804E-4     393.1499999999999
0.1                       0.5333333333333333       0.10000000000000002      0.5333333333333333       0                        0.002077510017575765     -1.5615001826457526E-4   293.15                   0.10000000000000002      0.5333333333333333       50000                    0.0020924644951564025    9.72719666404128E-7      293.15                   0.10000000000000002      0.5333333333333333       100000                   0.0020924644952268166    9.727203963767464E-7     293.15                   0.10000000000000002      0.5333333333333333       150000                   0.002092464495459758     9.72723100212891E-7      293.15                   0.10000000000000002      0.5333333333333333       200000                   0.0020924644955017595    9.727237589556042E-7     293.15                   0.10000000000000002      0.5333333333333333       250000                   0.0020924644954971737    9.72723639700979E-7      293.15                   0.10000000000000002      0.5333333333333333       300000                   0.002092464495503124     9.72723518592668E-7      293.15                   0.10000000000000002      0.5333333333333333       350000                   0.0020924644955141445    9.727234681321001E-7     293.15                   0.10000000000000002      0.5333333333333333       400000                   0.002092464495517327     9.727234692548387E-7     293.15                   0.10000000000000002      0.5333333333333333       450000                   0.0020924644954910658    9.72723492120611E-7      293.15                   0.10000000000000002      0.5333333333333333       500000                   0.0020924644954953336    9.727234858002045E-7     293.15                   0.10000000000000002      0.5333333333333333       550000                   0.0020924644954944224    9.72723482764724E-7      293.15                   0.10000000000000002      0.5333333333333333       600000                   0.0020924644955045944    9.72723480224669E-7      293.15
0.05000003543802348       0.5666655548509402       0.05000003543802347      0.5666655548509402       0                        0.002339482580667352     2.4419613157583477E-4    302.60435833790956       0.05000003543802347      0.5666655548509402       50000                    0.0023398657389424675    4.1108713432924123E-4    343.1499635671403        0.05000003543802347      0.5666655548509402       100000                   0.0023398657389445726    4.1108713510505527E-4    343.14996375718323       0.05000003543802347      0.5666655548509402       150000                   0.0023398657389212523    4.1108713797442586E-4    343.1499644621909        0.05000003543802347      0.5666655548509402       200000                   0.00233986573889941      4.1108713867098466E-4    343.1499646334109        0.05000003543802347      0.5666655548509402       250000                   0.002339865738906643     4.1108713854539513E-4    343.14996460258385       0.05000003543802347      0.5666655548509402       300000                   0.0023398657389255874    4.1108713841964264E-4    343.14996457168803       0.05000003543802347      0.5666655548509402       350000                   0.002339865738942804     4.110871383686731E-4     343.14996455916116       0.05000003543802347      0.5666655548509402       400000                   0.0023398657389461478    4.110871383703552E-4     343.1499645595747        0.05000003543802347      0.5666655548509402       450000                   0.002339865738915099     4.1108713838983174E-4    343.14996456436137       0.05000003543802347      0.5666655548509402       500000                   0.0023398657389204383    4.1108713838399125E-4    343.1499645629271        0.05000003543802347      0.5666655548509402       550000                   0.0023398657389197366    4.1108713838062665E-4    343.14996456210025       0.05000003543802347      0.5666655548509402       600000                   0.0023398657389311316    4.11087138379727E-4      343.1499645618823
0                         0.6000000000000001       0                        0.6000000000000001       0                        0.0025814733669977316    6.925438302439257E-4     393.1499999999999        0                        0.6000000000000001       50000                    0.002567285170600679     8.692037313237023E-4     393.1499999999999        0                        0.6000000000000001       100000                   0.002567285170534582     8.692037321453286E-4     393.1499999999999        0                        0.6000000000000001       150000                   0.002567285170254555     8.692037351798249E-4     393.1499999999999        0                        0.6000000000000001       200000                   0.002567285170168651     8.692037359139413E-4     393.1499999999999        0                        0.6000000000000001       250000                   0.0025672851701877423    8.692037357820925E-4     393.1499999999999        0                        0.6000000000000001       300000                   0.0025672851702197848    8.692037356518764E-4     393.1499999999999        0                        0.6000000000000001       350000                   0.002567285170243284     8.692037356005544E-4     393.1499999999999        0                        0.6000000000000001       400000                   0.0025672851702468018    8.692037356028171E-4     393.1499999999999        0                        0.6000000000000001       450000                   0.0025672851702108076    8.692037356186037E-4     393.1499999999999        0                        0.6000000000000001       500000                   0.0025672851702172594    8.692037356133226E-4     393.1499999999999        0                        0.6000000000000001       550000                   0.0025672851702167564    8.692037356096066E-4     393.1499999999999        0                        0.6000000000000001       600000                   0.002567285170229436     8.692037356104644E-4     393.1499999999999
0.1                       0.6000000000000001       0.10000000000000002      0.6000000000000001       0                        0.0026242805076807803    -1.7561191796319544E-4   293.15                   0.10000000000000002      0.6000000000000001       50000                    0.0026392851698890094    9.727192160415942E-7     293.15                   0.10000000000000002      0.6000000000000001       100000                   0.002639285169959636     9.727200371906489E-7     293.15                   0.10000000000000002      0.6000000000000001       150000                   0.002639285170187715     9.727230796609447E-7     293.15                   0.10000000000000002      0.6000000000000001       200000                   0.0026392851702252474    9.727238208111514E-7     293.15                   0.10000000000000002      0.6000000000000001       250000                   0.002639285170222133     9.727236866886172E-7     293.15                   0.10000000000000002      0.6000000000000001       300000                   0.0026392851702319083    9.72723550578463E-7      293.15                   0.10000000000000002      0.6000000000000001       350000                   0.0026392851702463764    9.727234939529477E-7     293.15                   0.10000000000000002      0.6000000000000001       400000                   0.002639285170250191     9.727234952524984E-7     293.15                   0.10000000000000002      0.6000000000000001       450000                   0.002639285170217647     9.727235207129644E-7     293.15                   0.10000000000000002      0.6000000000000001       500000                   0.002639285170223065     9.727235136249058E-7     293.15                   0.10000000000000002      0.6000000000000001       550000                   0.002639285170221968     9.727235102147586E-7     293.15                   0.10000000000000002      0.6000000000000001       600000                   0.0026392851702344926    9.727235074511146E-7     293.15
